P0DO05	AAT77548	AY569331.1	14844	17435	LA1301:
Q6GLE8	NP_001005442	NC_030679.2	115136106	115159979	Nigerian:
Q6DJ83	NP_001005713	NC_030678.2	23291491	24246880	Nigerian:GCF_000004195.4
Q80TH2	NP_001005868	NC_000079.6	103820699	103886329	C57BL/6J:GCF_000001635.26;C57BL/6:
Q5XM32	NP_001005870	NC_006607.3	8307850	8368438	:GCF_000002285.3
Q67EQ1	NP_001005897	AC_000072.1	145397755	145402835	BN; Sprague-Dawley:GCF_000002265.2;mixed:GCF_000001895.5;PVG:;LEW:
A6NM11	NP_001006608	NC_000017.11	46512713	46555579	:GCF_000001405.39
P20023	NP_001006659	NC_000001.11	207454419	207485554	:GCF_000001405.39
Q6DIQ3	NP_001006731	NC_030681.2	125943370	125952969	Nigerian:
Q6DJR8	NP_001006904	NC_030682.2	14675357	14687982	Nigerian:GCF_000004195.4
Q8N456	NP_001006940	NC_000010.11	48910237	48914155	:GCF_000001405.39
Q5W7P8	NP_001006954	NC_006606.3	599816	601552	:GCF_000002285.3
Q6EIG7	NP_001007034	NC_000012.12	8456112	8477464	:GCF_000001405.39
Q696W0	NP_001007110	NC_007117.7	21097233	21155195	Tuebingen:GCF_000002035.6
Q4H4B6	NP_001007176	NC_007118.7	41160225	41273392	Tuebingen:GCF_000002035.6
Q5U9S1	NP_001007195	NC_010456.5	82080313	82083719	:GCF_000003025.6
Q9EPW4	NP_001007224	NC_000074.6	114418086	114425846	C57BL/6J:GCF_000001635.26;ES129/Sv:;mixed:GCA_000002165.1
O75054	NP_001007238	NC_000001.11	116577312	116666326	:GCF_000001405.39
Q5RKH6	NP_001007266	AC_000075.1	60061129	60087005	BN; Sprague-Dawley:GCF_000002265.2;mixed:GCF_000001895.5
Q13018	NP_001007268	NC_000002.12	159946793	160062403	:GCF_000001405.39
Q5U3G1	NP_001007332	NC_007128.7	36518487	36528451	Tuebingen:GCF_000002035.6
Q80ZA0	NP_001007553	NM_001007552.1	71	1012	BALB/c:;129S7/SvEvBrd-Hprtb-m2:;mixed:GCA_000002165.1
Q6AY20	NP_001007701	AC_000072.1	144325866	144330177	BN; Sprague-Dawley:GCA_000002265.1;mixed:
Q6AYT8	NP_001007729	AC_000081.1	77566700	77602019	BN; Sprague-Dawley:GCA_000002265.1;mixed:GCF_000001895.5
Q68F79	NP_001007863	NC_030679.2	134108922	134113248	Nigerian:
Q640U3	NP_001008177	NC_030683.2	66192638	66247295	Nigerian:
Q5RJR8	NP_001008281	AC_000078.1	78359657	78372436	BN; Sprague-Dawley:GCA_000002265.1;mixed:GCF_000001895.5
Q5U308	NP_001008339	AC_000082.1	4193674	4208250	BN; Sprague-Dawley:GCF_000002265.2;mixed:GCF_000001895.5
Q6UW15	NP_001008388	NC_000002.12	79026094	79028276	:GCA_000001405.28
Q5ZHQ2	NP_001008456	NC_006090.5	10338337	10342116	:GCF_000002315.5;CB:
Q5TJ59	NP_001008664	NC_037354.1	16178922	16187052	:GCF_002263795.1
Q7M730	NP_001008880	AC_000076.1	45031630	45043218	BN; Sprague-Dawley:GCA_000002265.1;mixed:GCF_000001895.5;Sprague-Dawley:
Q66S63	NP_001009005	NC_036889.1	48687746	48691244	:GCA_002880755.3
P61484	NP_001009016	NC_036885.1	30988444	30992108	:GCF_002880755.1
Q95MI4	NP_001009017	NC_036891.1	10570135	10577612	:GCF_002880755.1
Q95LH0	NP_001009040	NC_036898.1	49432098	49442084	:GCF_002880755.1
Q95MI5	NP_001009048	NC_036891.1	10649594	10654209	:GCA_002880755.3
Q95MI1	NP_001009053	NC_036891.1	10565212	10567135	:GCF_002880755.1
Q9MZ41	NP_001009062	NC_036891.1	10464932	10471633	:GCA_002880755.3
Q8HXZ7	NP_001009064	NC_036898.1	7975461	7980004	:GCF_002880755.1
O46390	NP_001009201	NC_040278.1	89310197	89314590	OAR_USU_Benz2616:GCF_002742125.1
P58727	NP_001009223	NC_018735.3	79270748	79280893	:GCF_000181335.3
P13369	NP_001009231	NC_018723.3	199097080	199125567	:GCF_000181335.3
Q5I2M7	NP_001009285	NC_018724.3	20820466	20824458	:GCF_000181335.3
Q9BGN4	NP_001009288	NC_018728.3	127702692	127864761	:GCF_000181335.3
P98109	NP_001009295	NC_040263.1	40541974	40575839	OAR_USU_Benz2616:GCF_002742125.1
P56495	NP_001009410	NC_040258.1	96657044	96829031	OAR_USU_Benz2616:GCF_002742125.1
O75121	NP_001009554	NC_000004.12	169991378	169992298	:GCA_002880775.3
Q9TT06	NP_001009728	NC_040276.1	36760326	36763364	OAR_USU_Benz2616:GCF_002742125.1
Q28542	NP_001009779	NC_040252.1	93593368	93606026	OAR_USU_Benz2616:GCF_002742125.1
Q5HZV9	NP_001009825	AC_000077.1	91421097	91443713	BN; Sprague-Dawley:GCA_000002265.1;mixed:GCF_000001895.5
Q6QMY6	NP_001009965	AC_000069.1	150751516	150752577	BN; Sprague-Dawley:GCF_000002265.2;mixed:GCF_000001895.5;Wistar:
Q5VT99	NP_001010847	NC_000001.11	13475846	13513593	:GCF_000001405.39
P27471	NP_001010964	AC_000072.1	150592060	150605295	BN; Sprague-Dawley:GCA_000002265.1;mixed:GCF_000001895.5;WAG:;F344:;PVG:
Q5I2E5	NP_001010996	NC_037338.1	105441661	105450278	:GCA_000003055.5
Q5M8X6	NP_001011227	NC_030682.2	137821191	137838174	Nigerian:GCF_000004195.4
Q5M8G4	NP_001011310	NC_030680.2	82779932	82800548	Nigerian:
Q5M7S9	NP_001011330	NC_030678.2	173600146	173601198	Nigerian:
Q6UXF7	NP_001011880	NC_000016.10	74409006	74421270	:GCF_000001405.39
Q6AYP5	NP_001012201	AC_000076.1	47421561	47739714	BN; Sprague-Dawley:GCF_000002265.2;mixed:GCF_000001895.5
Q5FW85	NP_001012324	NC_000079.6	49514823	49531431	C57BL/6J:;C57BL/6:
Q16288	NP_001012338	NC_000015.10	87876935	88256153	:GCF_000001405.39
Q5FVI3	NP_001012354	AC_000071.1	106455940	106460326	BN; Sprague-Dawley:GCA_000002265.1;mixed:
O88201	NP_001012477	AC_000069.1	89065215	89067416	BN; Sprague-Dawley:GCA_000002265.1;mixed:GCF_000001895.5
Q5FB95	NP_001012483	AC_000076.1	57476809	57489576	BN; Sprague-Dawley:GCF_000002265.2;mixed:GCF_000001895.5
B2KG20	NP_001012538	NC_000072.6	129697299	129717122	C57BL/6J:GCF_000001635.26;NOD/ShiLtJ:GCF_000001635.26
Q5F334	NP_001012588	NC_006105.5	10377581	10381303	:GCF_000002315.5;CB:
Q5DT37	NP_001012666	AC_000072.1	151931039	151939588	BN; Sprague-Dawley:GCF_000002265.2;mixed:GCF_000001895.5;F344:
Q5DT39	NP_001012667	AC_000072.1	151861736	151893515	BN; Sprague-Dawley:GCF_000002265.2;mixed:GCF_000001895.5;F344:
Q5U2P2	NP_001013138	AC_000079.1	61242104	61376254	BN; Sprague-Dawley:GCA_000002265.1;mixed:GCF_000001895.5
P50895	NP_001013275	NC_000019.10	44809125	44819730	:GCF_000001405.39
Q5CZR5	NP_001013322	NC_007118.7	8373606	8374553	Tuebingen:
P59481	NP_001013392	NC_000067.6	36424361	36445233	C57BL/6J:GCF_000001635.26;C57BL/6:;:GCF_900095145.1;mixed:GCA_000002165.1
Q5M8M9	NP_001013400	NC_000067.6	167445801	167466714	C57BL/6J:GCF_000001635.26;C57BL/6:;:GCF_900094665.1;mixed:GCA_000002165.1
Q6P3Y9	NP_001013402	NC_000074.6	84126099	84132227	C57BL/6J:GCF_000001635.26;C57BL/6:
Q7M729	NP_001013408	NC_000075.6	45139042	45150504	C57BL/6J:GCF_000001635.26;C57BL/6:;Swiss Webster:
Q2I0M4	NP_001013675	NC_000009.12	137168854	137169943	:GCF_000001405.39
Q96A99	NP_001013680	NC_000016.10	1485939	1488467	:GCF_000001405.39
P0DPA2	NP_001013683	NC_000001.11	159854753	159862521	:GCF_000001405.39
Q6GQU6	NP_001013780	NC_000076.6	80834325	80836094	C57BL/6J:;C57BL/6:
Q5FVR0	NP_001013877	AC_000078.1	30505514	30523939	BN; Sprague-Dawley:GCF_000002265.2;mixed:
Q5FVR3	NP_001013938	AC_000071.1	42765251	42798407	BN; Sprague-Dawley:GCF_000002265.2;mixed:GCF_000001895.5
Q5FVQ4	NP_001014005	AC_000080.1	43077051	43086666	BN; Sprague-Dawley:GCA_000002265.1;mixed:GCF_000001895.5
Q66HD6	NP_001014021	AC_000084.1	6930049	6934079	BN; Sprague-Dawley:GCF_000002265.2;mixed:
Q6P7C4	NP_001014075	AC_000071.1	2929027	2930107	BN; Sprague-Dawley:GCA_000002265.1;mixed:GCF_000001895.5
Q58EG3	NP_001014326	NC_007132.7	21450848	21514020	Tuebingen:GCF_000002035.6;Singapore:;Singapore local strain:
Q59DY6	NP_001014489	NM_001014489.2	2	562	:GCA_000001215.4
Q59DY5	NP_001014490	NM_001014490.2	23	475	:GCA_000001215.4
Q09101	NP_001014514	NM_001014514.2	356	3031	:GCA_000001215.4
A8DYP0	NP_001014545	NM_001014545.3	394	12978	:GCA_000001215.4
Q09147	NP_001014583	NM_001014583.2	221	3379	:GCA_000001215.4
Q7KRY7	NP_001014669	NM_001014669.3	505	5640	:GCA_000001215.4
Q5EA66	NP_001014909	NC_037343.1	42447931	42452696	:GCA_000003055.5
Q2HJD1	NP_001014953	NC_037338.1	2686446	2704075	:GCA_007646595.3
Q5EA41	NP_001015534	NC_037332.1	28426563	28451956	:GCF_002263795.1
Q5DX21	NP_001015887	NC_000003.12	118902520	119034582	:GCF_000001405.39
Q28CU0	NP_001016525	NC_030683.2	9498015	9512353	Nigerian:GCF_000004195.4
Q9BXR5	NP_001017388	NC_000004.12	38773155	38775590	:GCF_000001405.39
Q9HBX8	NP_001017403	NC_000001.11	202193990	202319207	:GCF_000001405.39
Q568T5	NP_001017578	NC_007135.7	24015098	24027962	Tuebingen:GCF_000002035.6;wik:
F1R6I3	NP_001017760	NC_007133.7	16308849	16311991	Tuebingen:GCF_000002035.6
Q96PL5	NP_001017922	NC_000001.11	42830449	42843232	:GCF_000001405.39
A6NDA9	NP_001017924	NC_000010.11	84221920	84225520	:GCF_000001405.39
Q58DA5	NP_001017949	NC_037356.1	34577439	34994005	:GCA_000003055.5;OAR_USU_Benz2616:;L1 Hereford:
Q13438	NP_001017956	NC_000012.12	57694162	57720909	:GCF_000001405.39
Q504C1	NP_001018372	NC_007124.7	29470487	29473919	Tuebingen:GCF_000002035.6
A2BHJ4	NP_001018474	NC_007116.7	38787256	38820045	Tuebingen:GCF_000002035.6
Q5M9I1	NP_001019508	NC_005103.4	162078905	162087997	mixed:;BN; Sprague-Dawley:
Q5E9Z9	NP_001019665	NC_037330.1	8403389	8417912	:GCF_002263795.1
Q50L44	NP_001019748	NC_006097.5	3288491	3290331	:GCF_002078875.1
Q68CR7	NP_001019782	NC_000004.12	51994379	52017613	:GCF_000001405.39
Q8CBR6	NP_001019790	NC_000073.6	98352058	98353122	C57BL/6J:;C57BL/6:;mixed:GCA_000002165.1
P27824	NP_001019820	NC_000005.10	179705682	179728644	:GCF_000001405.39
Q5GIT4	NP_001019824	NC_007131.7	22221216	22276465	Tuebingen:GCF_000002035.6
Q50LG9	NP_001019849	NC_000008.11	144522475	144524974	:GCF_000001405.39
D3YXG0	NP_001019891	NC_000067.6	150563527	150993051	C57BL/6J:GCF_000001635.26
Q4V8G0	NP_001019974	AC_000083.1	50033174	50068587	BN; Sprague-Dawley:GCF_000002265.2;mixed:
P13688	NP_001020083	NC_000019.10	42510902	42528374	:GCA_000001405.28
Q2YFS1	NP_001020103	NC_000071.6	137866853	137871653	C57BL/6J:;C57BL/6:;129/Sv:
Q5BK65	NP_001020166	AC_000079.1	68063295	68068403	BN; Sprague-Dawley:GCA_000002265.1;mixed:
Q52KR2	NP_001020238	NC_000069.6	104457765	104511691	C57BL/6J:GCF_000001635.26;C57BL/6:;mixed:GCA_000002165.1
P15209	NP_001020245	NC_000079.6	58808729	59128353	C57BL/6J:;C57BL/6:
Q15782	NP_001020368	NC_000001.11	111227730	111242364	:GCF_000001405.39
Q5RI43	NP_001020719	NC_007115.7	16338733	16344942	Tuebingen:GCF_000002035.6
O01761	NP_001020984	NC_003279.8	4035893	4078127	Bristol N2:GCA_000002985.3
Q22875	NP_001021259	NC_003282.8	5127402	5133770	Bristol N2:GCA_000002985.3;N2:
G5EDW2	NP_001021897	NC_003280.10	8896879	8903892	Bristol N2:GCA_000002985.3
H2KZ60	NP_001022014	NC_003280.10	4798276	4812086	Bristol N2:GCA_000002985.3
Q06561	NP_001022488	NC_003280.10	14652558	14666852	Bristol N2:GCA_000002985.3
Q95ZJ1	NP_001022850	NC_003281.10	13188136	13204453	Bristol N2:GCA_000002985.3
Q9U2C4	NP_001022876	NC_003281.10	11279754	11286118	Bristol N2:GCA_000002985.3
Q7K755	NP_001022948	NC_003281.10	12171499	12177243	Bristol N2:GCA_000002985.3
Q21313	NP_001023282	NC_003282.8	10666833	10679202	Bristol N2:GCA_000002985.3
O61967	NP_001023850	AJ276590.1	122	2161	
Q8I136	NP_001024216	NC_003283.11	19881656	19892662	Bristol N2:GCA_000002985.3;N2:
Q10656	NP_001024723	NC_003284.9	11016441	11021893	Bristol N2:GCA_000002985.3
G5EBF1	NP_001024990	NC_003284.9	3452496	3465842	Bristol N2:GCA_000002985.3
Q589G5	NP_001025719	NM_001030548.5	103	3666	
P28675	NP_001025918	NC_006088.5	44051498	44085544	:GCF_000002315.5
Q91048	NP_001026206	NC_006090.5	4392487	4417255	:GCF_000002315.5
Q5F4C4	NP_001026407	NC_006093.5	27145553	27176329	:GCF_000002315.5;CB:
Q5ZLN0	NP_001026466	NC_006095.5	29340628	29355857	:GCF_000002315.5;CB:
Q8N6Y2	NP_001026862	NC_000007.14	102933914	102944607	:GCF_000001405.39
A4FUY1	NP_001026929	NC_037356.1	28383538	28398677	:GCA_007646595.3;L1 Hereford:
P48740	NP_001027019	NC_000003.12	187247333	187291632	:GCF_000001405.39
Q49BZ4	NP_001027022	NC_037332.1	99840536	99854320	:GCF_000298355.1
Q86SQ4	NP_001027566	NC_000006.12	142302330	142443382	:GCF_000001405.39
A0A1F4	NP_001027571	NM_001032399.3	884	7414	:GCA_000001215.4
Q9MZK9	NP_001028000	NC_041764.1	9390616	9396975	:GCF_003339765.1
Q8HZR8	NP_001028115	NC_041764.1	9580184	9591398	:GCF_003339765.1
Q8MIS5	NP_001028123	NC_041772.1	7675177	7681052	:GCF_003339765.1
P37217	NP_001028294	NC_000072.6	129268261	129275285	C57BL/6J:;C57BL/6:;BALB/c:;mixed:GCA_000002165.1
D3YX43	NP_001028483	NC_000071.6	117319443	117352806	C57BL/6J:GCF_000001635.26;C57BL/6:
Q3UV48	NP_001028512	NC_000083.6	67631681	67632583	C57BL/6J:GCF_000001635.26;C57BL/6:
Q3UY51	NP_001028518	NC_000068.7	85191910	85196639	C57BL/6J:GCF_000001635.26;C57BL/6:
Q3UVD5	NP_001028581	NC_000067.6	134986936	135105140	C57BL/6J:;C57BL/6:
E9QA28	NP_001028591	NC_000073.6	19852303	19861151	C57BL/6J:
P62046	NP_001028611	NC_000080.6	74757033	74947660	C57BL/6J:GCF_000001635.26;C57BL/6:
Q8C351	NP_001028706	NC_000075.6	51057296	51076970	C57BL/6J:GCF_000001635.26;C57BL/6:
Q5DU41	NP_001028722	NC_000071.6	105479790	105486075	C57BL/6J:;C57BL/6:;mixed:GCA_000002165.1
Q9JIF9	NP_001028793	NC_000084.6	44336958	44355280	C57BL/6J:;C57BL/6:;FVB/N:;mixed:GCA_000002165.1
P55068	NP_001028837	AC_000070.1	167402269	167412297	BN; Sprague-Dawley:GCA_000002265.1;mixed:;Sprague-Dawley:
P16573	NP_001029032	AC_000069.1	75486235	75500612	BN; Sprague-Dawley:GCA_000002265.1;mixed:GCF_000001895.5;BN:
Q28085	NP_001029108	NC_037343.1	6199980	6333264	:GCF_002263795.1;L1 Hereford:
Q9EPF2	NP_001029181	AC_000076.1	44066250	44073463	BN; Sprague-Dawley:GCA_000002265.1;mixed:GCF_000001895.5
Q3KRC6	NP_001029311	AC_000080.1	4398680	4404396	BN; Sprague-Dawley:GCF_000002265.2;mixed:
Q3SYT6	NP_001029377	NC_037344.1	17283712	17316868	:GCA_000003055.5;Crossbred x Angus:
Q3MHX6	NP_001029397	NC_037332.1	55745467	55779053	:GCF_002263795.1;L1 Hereford:
Q3T166	NP_001029399	NC_037330.1	10458867	10462085	:GCA_000003055.5;Crossbred x Angus:
Q3T0W4	NP_001029410	NC_037330.1	120373094	120389003	:GCA_000003055.5;Crossbred x Angus:
Q3ZBN5	NP_001029481	NC_037335.1	84068321	84085649	:GCA_000003055.5;Hereford:
Q3SZZ7	NP_001029485	NC_037354.1	19387885	19405940	:GCA_000003055.5;Hereford:
Q3ZBI5	NP_001029563	NC_037328.1	71175393	71181949	:GCA_007646595.3;Hereford:
Q3T004	NP_001029638	NC_037330.1	10128329	10129113	:GCA_007646595.3;Hereford:
Q3LUH2	NP_001029651	NC_037332.1	101642897	101659090	:GCA_000003055.5
Q3SYW2	NP_001029664	NC_037350.1	27422087	27433443	:GCF_002263795.1;Crossbred x Angus:
Q5E9X4	NP_001029750	NC_037346.1	36285829	36297068	:GCA_000003055.5;L1 Hereford:
Q3MHH9	NP_001029769	NC_037335.1	84108482	84137228	:GCA_000003055.5;Hereford:
Q3T0D6	NP_001029940	NC_037345.1	48537130	48543918	:GCF_003369695.1;Crossbred x Angus:
Q49A17	NP_001030017	NC_000004.12	171814581	173040100	:GCF_000001405.39
Q3T113	NP_001030208	NC_037346.1	21399194	21412827	:GCA_000298355.1;Crossbred x Angus:
Q9SDM9	NP_001030709	NC_003074.8	5566516	5568330	:GCA_000211275.1
O04314	NP_001030710	NC_003074.8	5579560	5580674	:GCA_000211275.1
O04311	NP_001030711	NC_003074.8	5588593	5589792	:GCA_000211275.1
O49326	NP_001031468	NC_003071.7	14029350	14030934	:GCA_000001735.2
Q61006	NP_001032205	NC_000070.6	58286112	58373713	C57BL/6J:GCF_000001635.26
Q92823	NP_001032209	NC_000007.14	108149910	108240064	:GCF_000001405.39
Q32PL1	NP_001032463	NC_007113.7	16696076	16706581	Tuebingen:
Q6TA48	NP_001032731	AC_000081.1	85332123	85335516	BN; Sprague-Dawley:GCA_000002265.1;mixed:;W:;Wistar:
Q2VWP9	NP_001032740	AC_000076.1	68101245	68204064	BN; Sprague-Dawley:GCF_000002265.2;mixed:GCF_000001895.5
Q8CJ91	NP_001032889	NC_000074.6	3918677	3926792	C57BL/6J:GCF_000001635.26;C57BL/6:
P09581	NP_001032948	NC_000084.6	61105950	61130480	C57BL/6J:;C57BL/6:;FVB/N:;NOD:;mixed:GCA_000002165.1
Q2WGK2	NP_001032953	NC_018739.3	66184041	66206555	:GCF_000181335.3
Q32KX5	NP_001033245	NC_037348.1	7226819	7412526	:GCF_002263795.1;Crossbred x Angus:
Q32KP2	NP_001033288	NC_037332.1	103547765	103553645	:GCF_002263795.1;Crossbred x Angus:
Q2TBR8	NP_001033603	NC_037334.1	6521189	6545697	:GCF_002263795.1;Crossbred x Angus:
Q9R007	NP_001033693	NC_000072.6	40577966	40585228	C57BL/6J:GCF_000001635.26;C57BL/6:;mixed:GCA_000002165.1
Q2TNK5	NP_001033733	NC_010444.4	70906255	70912801	:GCF_000003025.6
Q8N967	NP_001034118	NC_000012.12	1828149	1834721	:GCF_000001405.39
Q80Z24	NP_001034183	NC_000069.6	156562195	157312910	C57BL/6J:;C57BL/6:;BALB/c:;mixed:GCA_000002165.1
Q3MHZ8	NP_001034266	NC_037346.1	19368474	19386660	:GCA_000298355.1
P31809	NP_001034274	NC_000073.6	25463781	25477534	C57BL/6J:GCF_000001635.26;BALB/c:;129/SvEv:;mixed:GCA_000002165.1
A8MVW5	NP_001034461	NC_000007.14	93189267	93226446	:GCF_000001405.39
Q8R1Q3	NP_001034643	NC_000070.6	148496155	148500289	C57BL/6J:;C57BL/6:;NOD/MrkTac:GCF_000001635.26;FVB/N:;mixed:GCA_000002165.1
Q2LK95	NP_001034687	NC_006089.5	136385470	136404361	:GCF_000002315.5
Q2LK54	NP_001034688	NC_006089.5	102016184	102108107	:GCF_000002315.5
Q9BY76	NP_001034756	NC_000019.10	8364322	8373886	:GCF_000001405.39
Q5NKN4	NP_001035279	NM_001040189.2	33	704	PVG:;BS (Black Skin):;WAG:;AUG:
