Cluster members	Cluster ID
X0N993	UniRef90_A0A059WJF6
A0A022MCZ6	UniRef90_A0A022MCZ6
UPI00099884FE	UniRef90_A0A022MCZ6
U9TJ63	UniRef90_U9TJ63
A0A015IFQ0	UniRef90_U9TJ63
A0A2N0S4G3	UniRef90_U9TJ63
A0A2I1E5K4	UniRef90_U9TJ63
A0A2I1GPQ3	UniRef90_U9TJ63
A0A2N0NTR5	UniRef90_U9TJ63
A0A2N1MWR9	UniRef90_U9TJ63
X0N369	UniRef90_X0N369
A0A401QUK2	UniRef90_X0N369
A0A059W0M5	UniRef90_X0N369
UPI00069D71F2	UniRef90_X0N369
A0A433YUP2	UniRef90_A0A433YUP2
A0A060N5S9	UniRef90_A0A433YUP2
A8R086	UniRef90_A0A433YUP2
A9C2Q8	UniRef90_A9C2Q8
A0A1I1CY76	UniRef90_A9C2Q8
A0A072T2T6	UniRef90_A9C2Q8
A0A081J649	UniRef90_A9C2Q8
A0A1H3NKM8	UniRef90_A9C2Q8
A0A1D8IW95	UniRef90_A9C2Q8
S2WJ76	UniRef90_A9C2Q8
S2WT31	UniRef90_A9C2Q8
A0A354UGU2	UniRef90_A9C2Q8
A0A031HWL6	UniRef90_A9C2Q8
A0A2G7TCG4	UniRef90_A9C2Q8
A0A2M9PUV6	UniRef90_A9C2Q8
A0A080NR46	UniRef90_A9C2Q8
A0A210W8F1	UniRef90_A9C2Q8
A0A2G6TVM4	UniRef90_A9C2Q8
A0A1C7LFI4	UniRef90_A9C2Q8
F6ARK7	UniRef90_A9C2Q8
A0A291JGG7	UniRef90_A9C2Q8
A0A286IZT5	UniRef90_A9C2Q8
UPI000640885C	UniRef90_A9C2Q8
UPI00064649F0	UniRef90_A9C2Q8
UPI000F83F4E0	UniRef90_A9C2Q8
UPI0007AE773E	UniRef90_A9C2Q8
UPI000903EACD	UniRef90_A9C2Q8
UPI000F4B6E9B	UniRef90_A9C2Q8
A0A022MGP0	UniRef90_A0A022MGP0
A0A022MIC2	UniRef90_A0A022MIC2
UPI0009963016	UniRef90_A0A022MIC2
A0A024YMF0	UniRef90_A0A024YMF0
A0A024YV01	UniRef90_A0A024YV01
A0A1A9J6R2	UniRef90_A0A1A9J6R2
A0A022MMZ8	UniRef90_A0A1A9J6R2
UPI000D19D813	UniRef90_A0A1A9J6R2
UPI000995EBB2	UniRef90_A0A1A9J6R2
UPI00055ABA29	UniRef90_A0A1A9J6R2
A0A061IAL4	UniRef90_A0A061IAL4
G3HHQ8	UniRef90_A0A061IAL4
G2NGQ2	UniRef90_G2NGQ2
A0A014N7H9	UniRef90_G2NGQ2
A0A1A9DPF7	UniRef90_G2NGQ2
A0A1A9DEY7	UniRef90_G2NGQ2
UPI000DACD79F	UniRef90_G2NGQ2
UPI000856136F	UniRef90_G2NGQ2
UPI00081E0943	UniRef90_G2NGQ2
UPI0008581F64	UniRef90_G2NGQ2
UPI00081B363A	UniRef90_G2NGQ2
UPI000DAED275	UniRef90_G2NGQ2
UPI0009E74F38	UniRef90_G2NGQ2
UPI000A380DC8	UniRef90_G2NGQ2
UPI000886509F	UniRef90_G2NGQ2
UPI00081B8A47	UniRef90_G2NGQ2
UPI00081F0EF0	UniRef90_G2NGQ2
UPI0004BDFD9E	UniRef90_G2NGQ2
UPI00048DB404	UniRef90_G2NGQ2
A0A024UK04	UniRef90_A0A024UK04
A0A418AKG5	UniRef90_A0A024UK04
A0A022MJZ8	UniRef90_A0A022MJZ8
A0A066U1U2	UniRef90_A0A066U1U2
UPI000CD2C831	UniRef90_A0A066U1U2
K8RBX2	UniRef90_K8RBX2
A0A157ZZ17	UniRef90_K8RBX2
A0A038GTN0	UniRef90_K8RBX2
A0A016UE61	UniRef90_A0A016UE61
A0A022MG42	UniRef90_A0A022MG42
A0A193KYZ5	UniRef90_A0A022MG42
UPI000A30602F	UniRef90_A0A022MG42
A0A015IKB0	UniRef90_A0A015IKB0
A0A2H5RP32	UniRef90_A0A015IKB0
A0A2N0RP78	UniRef90_A0A015IKB0
U9UNY1	UniRef90_A0A015IKB0
A0A2P4QF76	UniRef90_A0A015IKB0
A0A026WBU0	UniRef90_A0A026WBU0
A0A011ALL2	UniRef90_A0A011ALL2
A0A024UHJ7	UniRef90_A0A024UHJ7
A0A418AQT4	UniRef90_A0A024UHJ7
G0FZA5	UniRef90_G0FZA5
A0A0H3DGP5	UniRef90_G0FZA5
R1GBE4	UniRef90_G0FZA5
A0A1H5RGG4	UniRef90_G0FZA5
A0A066TWB2	UniRef90_G0FZA5
A0A1H5CQ23	UniRef90_G0FZA5
A0A1K1QUA1	UniRef90_G0FZA5
A0A428WHK6	UniRef90_G0FZA5
A0A229T2S0	UniRef90_G0FZA5
A0A3R9DLC7	UniRef90_G0FZA5
UPI000A3897AF	UniRef90_G0FZA5
UPI000A38A5BA	UniRef90_G0FZA5
UPI000A39C88D	UniRef90_G0FZA5
UPI000CD2F004	UniRef90_G0FZA5
UPI0009FFAE93	UniRef90_G0FZA5
UPI000CD2327D	UniRef90_G0FZA5
A0A024TLI2	UniRef90_A0A024TLI2
A0A418ALK7	UniRef90_A0A024TLI2
G0FWM2	UniRef90_G0FWM2
A0A0H3DDT3	UniRef90_G0FWM2
A0A066U042	UniRef90_G0FWM2
A0A1H5AKV5	UniRef90_G0FWM2
UPI000A362FDB	UniRef90_G0FWM2
UPI000CD056E9	UniRef90_G0FWM2
A0A023F4X4	UniRef90_A0A023F4X4
T1I445	UniRef90_A0A023F4X4
D7CDL2	UniRef90_D7CDL2
A0A1P8XM35	UniRef90_D7CDL2
A0A0X3XBK1	UniRef90_D7CDL2
A0A1C5FTL3	UniRef90_D7CDL2
A0A2K8RJZ6	UniRef90_D7CDL2
A0A2J7Z1A1	UniRef90_D7CDL2
A0A014LPW8	UniRef90_D7CDL2
A0A0A0N6M3	UniRef90_D7CDL2
A0A229HAU0	UniRef90_D7CDL2
A0A429QHH1	UniRef90_D7CDL2
UPI00085387AF	UniRef90_D7CDL2
UPI000B866B03	UniRef90_D7CDL2
UPI000C2C4687	UniRef90_D7CDL2
UPI000C99E65E	UniRef90_D7CDL2
UPI000EF769BE	UniRef90_D7CDL2
UPI0005B93A87	UniRef90_D7CDL2
UPI0004C6BCFB	UniRef90_D7CDL2
UPI000767068E	UniRef90_D7CDL2
UPI000767CBDF	UniRef90_D7CDL2
UPI000781490F	UniRef90_D7CDL2
UPI000826803F	UniRef90_D7CDL2
UPI00082FB55C	UniRef90_D7CDL2
UPI000A3C14FD	UniRef90_D7CDL2
UPI000AD642B8	UniRef90_D7CDL2
UPI000A38765B	UniRef90_D7CDL2
A0A066UI10	UniRef90_A0A066UI10
UPI000CD32947	UniRef90_A0A066UI10
UPI0005C181F7	UniRef90_A0A066UI10
A0A022MCB9	UniRef90_A0A022MCB9
UPI00037D3476	UniRef90_A0A022MCB9
A0A066U7T0	UniRef90_A0A066U7T0
G0FIL8	UniRef90_A0A066U7T0
A0A0H3D4G7	UniRef90_A0A066U7T0
A0A1H4XHZ8	UniRef90_A0A066U7T0
UPI000CD24EA2	UniRef90_A0A066U7T0
UPI000A380047	UniRef90_A0A066U7T0
A0A022M6T5	UniRef90_A0A022M6T5
G0FJ18	UniRef90_G0FJ18
A0A0H3D486	UniRef90_G0FJ18
A0A428WW39	UniRef90_G0FJ18
A0A229T3R7	UniRef90_G0FJ18
A0A066TUQ0	UniRef90_G0FJ18
R1I2N0	UniRef90_G0FJ18
UPI000CD26318	UniRef90_G0FJ18
UPI000A378DB4	UniRef90_G0FJ18
UPI0009DDD31B	UniRef90_G0FJ18
A0A1V2QT48	UniRef90_A0A1V2QT48
A0A2P8H9M4	UniRef90_A0A1V2QT48
A0A1H0WSL2	UniRef90_A0A1V2QT48
A0A3N1HGW5	UniRef90_A0A1V2QT48
A0A066UC88	UniRef90_A0A1V2QT48
UPI0009DEF0BE	UniRef90_A0A1V2QT48
UPI000B7DDF71	UniRef90_A0A1V2QT48
UPI000D0CCF46	UniRef90_A0A1V2QT48
UPI000CD0C1BC	UniRef90_A0A1V2QT48
UPI000A36E442	UniRef90_A0A1V2QT48
UPI0009FF23C7	UniRef90_A0A1V2QT48
A0A385ZVZ2	UniRef90_A0A385ZVZ2
A0A2G7EQ02	UniRef90_A0A385ZVZ2
A0A2A3JLI7	UniRef90_A0A385ZVZ2
A0A3N4RYW1	UniRef90_A0A385ZVZ2
A0A1R0LA00	UniRef90_A0A385ZVZ2
A0A3N5A0M3	UniRef90_A0A385ZVZ2
A0A0M8VH43	UniRef90_A0A385ZVZ2
A0A1S2PDI6	UniRef90_A0A385ZVZ2
A0A285CFD7	UniRef90_A0A385ZVZ2
A0A101QH17	UniRef90_A0A385ZVZ2
A0A014MJN7	UniRef90_A0A385ZVZ2
A0A3Q9C622	UniRef90_A0A385ZVZ2
A0A101RYS4	UniRef90_A0A385ZVZ2
A0A0U3F4A0	UniRef90_A0A385ZVZ2
A0A1V4EC40	UniRef90_A0A385ZVZ2
A0A2U3A6R2	UniRef90_A0A385ZVZ2
A0A229HAP2	UniRef90_A0A385ZVZ2
UPI000EAF23CA	UniRef90_A0A385ZVZ2
UPI00099BBCEA	UniRef90_A0A385ZVZ2
UPI000BE26185	UniRef90_A0A385ZVZ2
UPI0010551D2B	UniRef90_A0A385ZVZ2
UPI0004BE567E	UniRef90_A0A385ZVZ2
UPI0006EB6C33	UniRef90_A0A385ZVZ2
UPI00076D9EA3	UniRef90_A0A385ZVZ2
UPI000D142B8D	UniRef90_A0A385ZVZ2
UPI000F4D30C8	UniRef90_A0A385ZVZ2
UPI001046499D	UniRef90_A0A385ZVZ2
UPI00104791E7	UniRef90_A0A385ZVZ2
UPI00104B7AEF	UniRef90_A0A385ZVZ2
UPI000D1A23AB	UniRef90_A0A385ZVZ2
A0A014MKW2	UniRef90_A0A014MKW2
A0A429QHK0	UniRef90_A0A014MKW2
A0A0X3XBU9	UniRef90_A0A014MKW2
A0A0A0N7X4	UniRef90_A0A014MKW2
UPI000A39401C	UniRef90_A0A014MKW2
UPI000A3701C6	UniRef90_A0A014MKW2
A0A182GTH0	UniRef90_A0A182GTH0
A0A1Q3G2H7	UniRef90_A0A182GTH0
A0A1Q3G2R0	UniRef90_A0A182GTH0
A0A1Q3G2S0	UniRef90_A0A182GTH0
Q17M64	UniRef90_A0A182GTH0
A0A023EUU3	UniRef90_A0A182GTH0
UPI0009363692	UniRef90_A0A182GTH0
UPI000935D3A2	UniRef90_A0A182GTH0
UPI0009379F68	UniRef90_A0A182GTH0
UPI000B7770A7	UniRef90_A0A182GTH0
UPI00093587A7	UniRef90_A0A182GTH0
UPI000935BC15	UniRef90_A0A182GTH0
UPI0009364846	UniRef90_A0A182GTH0
UPI000B7843AB	UniRef90_A0A182GTH0
A0A1S3LI42	UniRef90_A0A1S3LI42
A0A060WIA3	UniRef90_A0A1S3LI42
UPI000D09FE7C	UniRef90_A0A1S3LI42
UPI000D0A2F1C	UniRef90_A0A1S3LI42
UPI000D09EFFF	UniRef90_A0A1S3LI42
UPI0009A065CD	UniRef90_A0A1S3LI42
UPI000CDF6C7F	UniRef90_A0A1S3LI42
A0A024UIF4	UniRef90_A0A024UIF4
G8MKH8	UniRef90_G8MKH8
A0A060PIB4	UniRef90_G8MKH8
A0A1P9Y998	UniRef90_G8MKH8
A0A158GDX2	UniRef90_G8MKH8
A0A066TY87	UniRef90_A0A066TY87
A0A1H5CQ57	UniRef90_A0A1H5CQ57
A0A1H5REM4	UniRef90_A0A1H5CQ57
A0A427T9S9	UniRef90_A0A1H5CQ57
A0A066TM30	UniRef90_A0A1H5CQ57
A0A428WHN4	UniRef90_A0A1H5CQ57
A0A229T374	UniRef90_A0A1H5CQ57
G0FZA3	UniRef90_A0A1H5CQ57
A0A0H3DIV8	UniRef90_A0A1H5CQ57
R1IE58	UniRef90_A0A1H5CQ57
UPI000A36C369	UniRef90_A0A1H5CQ57
UPI000A3C2015	UniRef90_A0A1H5CQ57
UPI000A391F7C	UniRef90_A0A1H5CQ57
UPI000CD01F9F	UniRef90_A0A1H5CQ57
UPI000CD05F12	UniRef90_A0A1H5CQ57
A0A1A9J4R1	UniRef90_A0A1A9J4R1
A0A022MIX5	UniRef90_A0A1A9J4R1
UPI000371D007	UniRef90_A0A1A9J4R1
A0A066TMT6	UniRef90_A0A066TMT6
A0A1H5REV0	UniRef90_A0A066TMT6
A0A1H5CQI7	UniRef90_A0A066TMT6
R1I825	UniRef90_A0A066TMT6
A0A229T3Q1	UniRef90_A0A066TMT6
G0FZA4	UniRef90_A0A066TMT6
A0A0H3DK46	UniRef90_A0A066TMT6
A0A427TD05	UniRef90_A0A066TMT6
UPI0005273CC9	UniRef90_A0A066TMT6
UPI0005C2576C	UniRef90_A0A066TMT6
UPI000A3D2692	UniRef90_A0A066TMT6
UPI000CD21136	UniRef90_A0A066TMT6
UPI000A35F3E3	UniRef90_A0A066TMT6
UPI000B852979	UniRef90_A0A066TMT6
A0A026WUL2	UniRef90_A0A026WUL2
A0A011UK82	UniRef90_A0A011UK82
A0A0F0HED4	UniRef90_A0A0F0HED4
A0A1L7GJ09	UniRef90_A0A0F0HED4
A0A1U9P1Y6	UniRef90_A0A0F0HED4
A0A024YU03	UniRef90_A0A0F0HED4
UPI0004CBCE50	UniRef90_A0A0F0HED4
UPI00075CA383	UniRef90_A0A0F0HED4
UPI00096F16AB	UniRef90_A0A0F0HED4
UPI0004C68034	UniRef90_A0A0F0HED4
UPI000629B221	UniRef90_A0A0F0HED4
A0A023GKW6	UniRef90_A0A023GKW6
A0A066U2T1	UniRef90_A0A066U2T1
A0A3R9EK98	UniRef90_A0A066U2T1
UPI000A38165E	UniRef90_A0A066U2T1
A0A1H4R0J8	UniRef90_A0A1H4R0J8
A0A066U6Y5	UniRef90_A0A1H4R0J8
A0A428WY06	UniRef90_A0A1H4R0J8
UPI000A3D2FCD	UniRef90_A0A1H4R0J8
UPI000B891F85	UniRef90_A0A1H4R0J8
UPI00047CDFBC	UniRef90_A0A1H4R0J8
A0A0H3D4C5	UniRef90_A0A0H3D4C5
A0A066U7J6	UniRef90_A0A0H3D4C5
A0A1H4XJY1	UniRef90_A0A0H3D4C5
A0A428X0B3	UniRef90_A0A0H3D4C5
G0FIM3	UniRef90_A0A0H3D4C5
A0A229T4C1	UniRef90_A0A0H3D4C5
UPI000A3832BF	UniRef90_A0A0H3D4C5
UPI000CD0A49E	UniRef90_A0A0H3D4C5
A0A066TQ59	UniRef90_A0A066TQ59
A0A1A9J1J9	UniRef90_A0A1A9J1J9
A0A022MM40	UniRef90_A0A1A9J1J9
A0A014N1J2	UniRef90_A0A014N1J2
UPI000A37A9B3	UniRef90_A0A014N1J2
A0A017TFE8	UniRef90_A0A017TFE8
G2P7U5	UniRef90_G2P7U5
A0A1S6RUX8	UniRef90_G2P7U5
A0A222TA02	UniRef90_G2P7U5
A0A061A156	UniRef90_G2P7U5
A0A0M9ZR23	UniRef90_G2P7U5
A0A1V4D8Y3	UniRef90_G2P7U5
A0A014P8A2	UniRef90_A0A014P8A2
UPI000A38C98B	UniRef90_A0A014P8A2
UPI0010441125	UniRef90_A0A014P8A2
A0A066UD24	UniRef90_A0A066UD24
UPI000A37CAC3	UniRef90_A0A066UD24
A0A024TEQ2	UniRef90_A0A024TEQ2
A0A3R6V9J8	UniRef90_A0A024TEQ2
G0FIL7	UniRef90_G0FIL7
A0A0H3D4C1	UniRef90_G0FIL7
A0A066U7H7	UniRef90_G0FIL7
A0A229T4T7	UniRef90_G0FIL7
A0A428X006	UniRef90_G0FIL7
UPI000CD18247	UniRef90_G0FIL7
F5WYJ2	UniRef90_F5WYJ2
A0A1S5W9E3	UniRef90_F5WYJ2
A0A0E1XIC1	UniRef90_F5WYJ2
A0A139R3H8	UniRef90_F5WYJ2
A0A060RG53	UniRef90_F5WYJ2
UPI0001C4865E	UniRef90_F5WYJ2
G0FVS5	UniRef90_G0FVS5
A0A0H3D931	UniRef90_G0FVS5
A0A066U3R4	UniRef90_G0FVS5
UPI000A3C45AA	UniRef90_G0FVS5
UPI000CD0160D	UniRef90_G0FVS5
A0A066U4N0	UniRef90_A0A066U4N0
UPI000A3D54C0	UniRef90_A0A066U4N0
A0A066UCW7	UniRef90_A0A066UCW7
UPI0009FC1461	UniRef90_A0A066UCW7
A0A1H5RGY7	UniRef90_A0A1H5RGY7
G0FZA6	UniRef90_A0A1H5RGY7
A0A0H3DH87	UniRef90_A0A1H5RGY7
A0A066TVY0	UniRef90_A0A1H5RGY7
A0A428WHD5	UniRef90_A0A1H5RGY7
R1GBI3	UniRef90_A0A1H5RGY7
A0A229T2J5	UniRef90_A0A1H5RGY7
A0A427T9R5	UniRef90_A0A1H5RGY7
A0A1H5CQ50	UniRef90_A0A1H5RGY7
UPI000CD0373F	UniRef90_A0A1H5RGY7
UPI000A377225	UniRef90_A0A1H5RGY7
UPI000CD21583	UniRef90_A0A1H5RGY7
UPI000A3C0C27	UniRef90_A0A1H5RGY7
A0A060W901	UniRef90_A0A060W901
A0A3Q2Y1W8	UniRef90_A0A060W901
A0A066TR09	UniRef90_A0A066TR09
A0A1H4TTR8	UniRef90_A0A066TR09
UPI000B87C9DD	UniRef90_A0A066TR09
A0A0U3QB23	UniRef90_A0A0U3QB23
A0A1H4RSU7	UniRef90_A0A0U3QB23
A0A3N4ZGR2	UniRef90_A0A0U3QB23
A0A2G7EPX1	UniRef90_A0A0U3QB23
A0A176LCU2	UniRef90_A0A0U3QB23
A0A1S2PDB9	UniRef90_A0A0U3QB23
A0A014N0A2	UniRef90_A0A0U3QB23
A0A0M8VGD2	UniRef90_A0A0U3QB23
A0A1V4EC89	UniRef90_A0A0U3QB23
A0A101N1F9	UniRef90_A0A0U3QB23
A0A1R0L9M6	UniRef90_A0A0U3QB23
A0A3R8YC45	UniRef90_A0A0U3QB23
A0A3Q9C7L0	UniRef90_A0A0U3QB23
A0A0L0JJ30	UniRef90_A0A0U3QB23
A0A117QIK1	UniRef90_A0A0U3QB23
A0A2S4Y554	UniRef90_A0A0U3QB23
A0A1H5PV48	UniRef90_A0A0U3QB23
A0A3N4RXY8	UniRef90_A0A0U3QB23
UPI000B844D94	UniRef90_A0A0U3QB23
UPI0010540B00	UniRef90_A0A0U3QB23
UPI000AC63D82	UniRef90_A0A0U3QB23
UPI0006EBD034	UniRef90_A0A0U3QB23
UPI000BE266E5	UniRef90_A0A0U3QB23
UPI0006E2C6D6	UniRef90_A0A0U3QB23
UPI000E24E7DC	UniRef90_A0A0U3QB23
UPI000C1AC173	UniRef90_A0A0U3QB23
UPI000185374F	UniRef90_A0A0U3QB23
UPI000851C397	UniRef90_A0A0U3QB23
UPI000A37DB97	UniRef90_A0A0U3QB23
UPI00068E7AFF	UniRef90_A0A0U3QB23
UPI000D59681B	UniRef90_A0A0U3QB23
UPI0009A692A2	UniRef90_A0A0U3QB23
UPI000851DA88	UniRef90_A0A0U3QB23
UPI00104D7E0B	UniRef90_A0A0U3QB23
UPI001052F3D5	UniRef90_A0A0U3QB23
UPI000D1B8796	UniRef90_A0A0U3QB23
UPI000B8217EA	UniRef90_A0A0U3QB23
UPI0010550DBD	UniRef90_A0A0U3QB23
UPI0010551D29	UniRef90_A0A0U3QB23
UPI000526976E	UniRef90_A0A0U3QB23
UPI000F514D60	UniRef90_A0A0U3QB23
UPI0004C56338	UniRef90_A0A0U3QB23
UPI000C1AA822	UniRef90_A0A0U3QB23
UPI000F4D6170	UniRef90_A0A0U3QB23
G7FXY4	UniRef90_G7FXY4
A0A063KFA3	UniRef90_G7FXY4
A0A066U193	UniRef90_A0A066U193
A0A017TCZ5	UniRef90_A0A017TCZ5
A0A2K8RGN5	UniRef90_A0A2K8RGN5
A0A291SK83	UniRef90_A0A2K8RGN5
A0A1C5FYB0	UniRef90_A0A2K8RGN5
D9WMH3	UniRef90_A0A2K8RGN5
A0A1P8XQU0	UniRef90_A0A2K8RGN5
A0A2J7Z636	UniRef90_A0A2K8RGN5
A0A061A8R7	UniRef90_A0A2K8RGN5
G2P7U6	UniRef90_A0A2K8RGN5
A0A1H4ZQH4	UniRef90_A0A2K8RGN5
A0A1S6RUW6	UniRef90_A0A2K8RGN5
A0A222SR78	UniRef90_A0A2K8RGN5
UPI0001B4F475	UniRef90_A0A2K8RGN5
UPI0008528FF7	UniRef90_A0A2K8RGN5
UPI000A3AD855	UniRef90_A0A2K8RGN5
UPI0007C5190B	UniRef90_A0A2K8RGN5
A0A014LCX6	UniRef90_A0A014LCX6
UPI0006E36687	UniRef90_A0A014LCX6
UPI000A3CE342	UniRef90_A0A014LCX6
A0A066U884	UniRef90_A0A066U884
A0A1H7KSJ5	UniRef90_A0A1H7KSJ5
A0A011VYD2	UniRef90_A0A1H7KSJ5
A0A1I1KGS7	UniRef90_A0A1H7KSJ5
UPI000462E885	UniRef90_A0A1H7KSJ5
Cluster members	Cluster ID
A0A067CG28	UniRef90_A0A067CG28
A0A067BXU0	UniRef90_A0A067CG28
A0A067NUF0	UniRef90_A0A067NUF0
A0A067P0L5	UniRef90_A0A067NUF0
A0A067BMS3	UniRef90_A0A067BMS3
T0Q7V8	UniRef90_A0A067BMS3
A0A067D9C4	UniRef90_A0A067BMS3
A0A067BQM4	UniRef90_A0A067BQM4
A0A067BFP0	UniRef90_A0A067BQM4
T0QKI7	UniRef90_A0A067BQM4
A0A067C7E7	UniRef90_A0A067C7E7
A0A067TF72	UniRef90_A0A067TF72
A0A067TM70	UniRef90_A0A067TM70
A0A067NU01	UniRef90_A0A067NU01
A0A067CTM6	UniRef90_A0A067CTM6
A0A067SFU1	UniRef90_A0A067SFU1
A0A067NX20	UniRef90_A0A067NX20
A0A067TZ19	UniRef90_A0A067TZ19
A0A067SUH6	UniRef90_A0A067SUH6
A0A067MXC4	UniRef90_A0A067MXC4
A0A066WB29	UniRef90_A0A066WB29
A0A066ZCB6	UniRef90_A0A066ZCB6
UPI000A0283EB	UniRef90_A0A066ZCB6
A0A067CPQ2	UniRef90_A0A067CPQ2
A0A067NPS8	UniRef90_A0A067NPS8
A0A067CJN9	UniRef90_A0A067CJN9
A0A066W2R5	UniRef90_A0A066W2R5
A0A067NGP7	UniRef90_A0A067NGP7
A0A067BMV1	UniRef90_A0A067BMV1
A0A067SV82	UniRef90_A0A067SV82
A0A067NXV8	UniRef90_A0A067NXV8
A0A067NI86	UniRef90_A0A067NI86
A0A067QST1	UniRef90_A0A067QST1
UPI000B8E61D5	UniRef90_A0A067QST1
A0A067PH21	UniRef90_A0A067PH21
A0A067NHL3	UniRef90_A0A067NHL3
A0A067SL24	UniRef90_A0A067SL24
A0A067P7E9	UniRef90_A0A067P7E9
A0A067P6L0	UniRef90_A0A067P6L0
A0A067NYA5	UniRef90_A0A067NYA5
A0A068RH19	UniRef90_A0A068RH19
A0A077WC24	UniRef90_A0A068RH19
A0A067NUD5	UniRef90_A0A067NUD5
A0A067QT82	UniRef90_A0A067QT82
A0A067NNB6	UniRef90_A0A067NNB6
A0A067QZD9	UniRef90_A0A067QZD9
A0A067NWV3	UniRef90_A0A067NWV3
A0A067PAI2	UniRef90_A0A067PAI2
A0A067NTR8	UniRef90_A0A067NTR8
A0A067BHT3	UniRef90_A0A067BHT3
A0A067NUJ0	UniRef90_A0A067NUJ0
A0A066YID4	UniRef90_A0A066YID4
UPI00068EE67D	UniRef90_A0A066YID4
A0A066Y422	UniRef90_A0A066Y422
A0A067TMD1	UniRef90_A0A067TMD1
A0A067NX25	UniRef90_A0A067NX25
A0A066YIW1	UniRef90_A0A066YIW1
A0A100JMS3	UniRef90_A0A100JMS3
A0A2S6WPP0	UniRef90_A0A100JMS3
A0A2G9DVA5	UniRef90_A0A100JMS3
A0A2P9FEV6	UniRef90_A0A100JMS3
A0A286FK66	UniRef90_A0A100JMS3
A0A0L0JDK5	UniRef90_A0A100JMS3
A0A2N9BJR5	UniRef90_A0A100JMS3
M3EPA6	UniRef90_A0A100JMS3
A0A3N1M4I8	UniRef90_A0A100JMS3
A0A0M8XEZ6	UniRef90_A0A100JMS3
A0A2Z5JVA5	UniRef90_A0A100JMS3
A0A066YHH7	UniRef90_A0A100JMS3
A0A1B1MPN6	UniRef90_A0A100JMS3
L8PQA3	UniRef90_A0A100JMS3
C9ZEB1	UniRef90_A0A100JMS3
A0A0L0JCX8	UniRef90_A0A100JMS3
D9XDF3	UniRef90_A0A100JMS3
UPI0006E3E3A5	UniRef90_A0A100JMS3
UPI000765EF64	UniRef90_A0A100JMS3
UPI0004C0E869	UniRef90_A0A100JMS3
UPI0004CC62F9	UniRef90_A0A100JMS3
UPI0004C7F594	UniRef90_A0A100JMS3
UPI0004E6BE6B	UniRef90_A0A100JMS3
UPI0005A0C001	UniRef90_A0A100JMS3
UPI00062854A2	UniRef90_A0A100JMS3
UPI00062C3652	UniRef90_A0A100JMS3
UPI0006EB82F2	UniRef90_A0A100JMS3
UPI000765AA6C	UniRef90_A0A100JMS3
UPI000765D77A	UniRef90_A0A100JMS3
UPI00077306EA	UniRef90_A0A100JMS3
UPI000E69BF11	UniRef90_A0A100JMS3
UPI0006E1219F	UniRef90_A0A100JMS3
UPI0001B4B4B7	UniRef90_A0A100JMS3
A0A067CBQ9	UniRef90_A0A067CBQ9
A0A067CGA5	UniRef90_A0A067CGA5
A0A067D5E6	UniRef90_A0A067D5E6
A0A117EDE7	UniRef90_A0A117EDE7
A0A2N9BJR1	UniRef90_A0A117EDE7
A0A0M8XGI0	UniRef90_A0A117EDE7
A0A2S6WPL4	UniRef90_A0A117EDE7
A0A1B1MQ98	UniRef90_A0A117EDE7
D9XDF7	UniRef90_A0A117EDE7
M3G187	UniRef90_A0A117EDE7
A0A066YMX6	UniRef90_A0A117EDE7
L8PL79	UniRef90_A0A117EDE7
