Cluster members	Cluster ID
E9F9J9	A0A0B4IGR9
A0A0B4H5F0	A0A0B4IGR9
E9E2J3	A0A0B4IGR9
A0A0D9P3S6	A0A0B4IGR9
A0A0B4FGF8	A0A0B4IGR9
A0A0B4I435	A0A0B4IGR9
A0A1Y1LMC6	A0A0B4IGR9
A0A0B4GKX8	A0A0B4GKX8
A0A014N9M7	A0A0B4GKX8
E9FCB6	A0A0B4GKX8
A0A0D9NZQ6	A0A0B4GKX8
A0A0B4G9S4	A0A0B4GKX8
G2P4N9	G2P4N9
A0A1S6RXH9	G2P4N9
A0A060ZK58	G2P4N9
A0A014LQP7	G2P4N9
A0A0A0NDD8	G2P4N9
A0A222T961	G2P4N9
UPI000997F60E	G2P4N9
UPI000D1BCF04	G2P4N9
A0A135UQK7	A0A135UQK7
A0A135SDI2	A0A135UQK7
A0A135T6H1	A0A135UQK7
A0A010S216	A0A135UQK7
A0A167DLP5	A0A167DLP5
A0A166V801	A0A167DLP5
A0A
